state,year,total_population,age_mean,age_elderly_pct,age_children_pct,age_toddler_pct,sex_female_pct,race_white_pct,race_black_pct,race_other_pct,urbanicity_index,cvd_death_rate,cvd_incidence_rate,median_household_income,number_efforts,number_efforts_children,number_efforts_elderly,number_efforts_educational_campaign,number_efforts_institutional_procurement,number_efforts_nutrition_standards,number_efforts_product_reformulation,number_efforts_school,number_efforts_cat1,number_efforts_cat5,number_efforts_cat3,number_efforts_children_cat,number_efforts_elderly_cat
AK,1969,294290,24.89073023,0.021855992,0.417251691,0.084804105,0.450715281,0.79068266,0.029844711,0.179472629,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1970,305328,25.03686855,0.022392313,0.411560682,0.08435846,0.453990463,0.791512734,0.030161007,0.178326259,56.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1971,316366,25.18972962,0.022891208,0.406219379,0.084740459,0.457037103,0.792284885,0.030436267,0.177278848,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1972,326431,25.36582004,0.023438338,0.399692431,0.084045327,0.460051282,0.792516642,0.030717058,0.1767663,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1973,333134,25.56241332,0.024158447,0.393109079,0.082219167,0.46240852,0.788532542,0.031581886,0.179885572,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1974,344658,25.75550546,0.024821707,0.386185726,0.079528112,0.464515549,0.786074892,0.03222905,0.181696058,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1975,370866,25.86806825,0.024146188,0.380927343,0.076987375,0.467823958,0.786898772,0.032386361,0.180714867,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1976,392998,26.08404114,0.023732945,0.372772889,0.075646695,0.469434959,0.789830992,0.032196093,0.177972916,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1977,397220,26.33405166,0.024789789,0.363242032,0.075665878,0.46854388,0.790209456,0.032463119,0.177327426,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1978,402051,26.57310888,0.025827569,0.35616377,0.076890743,0.47019408,0.789561523,0.032781911,0.177656566,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1979,403367,26.82412047,0.027461344,0.348375053,0.077839784,0.469909536,0.788309406,0.033232763,0.178457831,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1980,404680,27.06630424,0.028958683,0.341976376,0.079853217,0.469971335,0.785939508,0.034496392,0.1795641,64.3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1981,418519,27.29020905,0.029898284,0.340314299,0.082039286,0.470731317,0.783821045,0.035408189,0.180770765,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1982,449608,27.51534448,0.029648049,0.335841444,0.08380189,0.47162417,0.782672906,0.036249355,0.181077739,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1983,488423,27.67056424,0.029150961,0.332875397,0.08569621,0.473130872,0.783255498,0.037053947,0.179690555,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1984,513697,27.78428334,0.029961242,0.333040684,0.087436757,0.473689743,0.782208189,0.037570786,0.180221025,,,,32356,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1985,532503,27.82017942,0.030953816,0.337021575,0.090100901,0.474171976,0.781437851,0.038424197,0.180137952,,,,34782,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1986,544270,27.8538593,0.032055781,0.339838683,0.090818895,0.473503959,0.778927738,0.039035773,0.182036489,,,,31356,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1987,539324,27.90121893,0.034185388,0.343661695,0.090515163,0.473272096,0.774654938,0.039657052,0.185688009,,,,33233,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1988,541999,28.29333449,0.036531433,0.336358554,0.086872854,0.473013788,0.769763413,0.040262067,0.18997452,,,,33103,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1989,547170,28.59513862,0.038647952,0.330886196,0.083356178,0.472653837,0.766039805,0.041016503,0.192943692,,,,36006,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1990,553290,28.66455204,0.040358582,0.333542988,0.082687198,0.472862333,0.765016537,0.040964051,0.194019411,67.5,108.9388148,546.6504616,39298,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1991,570193,29.02535457,0.041756037,0.332782058,0.080762128,0.473818514,0.765286491,0.040389833,0.194323676,,110.055795,549.0859094,40612,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1992,588736,29.4594674,0.042594643,0.327151728,0.07752541,0.473628248,0.763146809,0.042029025,0.194824166,,111.6903354,552.1134887,41802,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1993,599432,29.79476571,0.044095077,0.325606574,0.074352053,0.47426397,0.759043561,0.044336972,0.196619466,,114.6229493,557.3213512,42931,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1994,603308,30.15642093,0.045838941,0.323796469,0.070252674,0.475901198,0.756950016,0.043309553,0.199740431,,116.9919023,563.2163793,45367,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1995,604412,30.62370204,0.048078132,0.319791798,0.06652085,0.478486529,0.756048854,0.041120957,0.202830189,,120.91515,574.5789353,47954,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1996,608569,30.93978497,0.049550667,0.318323806,0.063762696,0.479740177,0.752205584,0.040197578,0.207596838,,121.7581657,584.7287325,52779,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1997,612968,31.12002421,0.051188643,0.321196213,0.062704742,0.480958223,0.747034103,0.041359418,0.211606479,,121.1609841,594.478789,47994,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1998,619932,31.21416865,0.052679971,0.325050167,0.062482659,0.481518941,0.742913739,0.042253021,0.21483324,,122.752178,604.1325945,50692,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1999,624779,31.56937573,0.054809781,0.320705401,0.060752682,0.482196105,0.739544703,0.04259106,0.217864237,,125.8642945,611.611297,51396,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2000,627963,31.86270369,0.057497018,0.318103137,0.060060863,0.482851697,0.734272561,0.042529576,0.223197864,65.6,130.7249728,620.0460452,52847,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2001,633714,32.18745522,0.059040829,0.314024939,0.059651515,0.482203328,0.731904298,0.043153536,0.224942166,,133.3347328,625.0830687,57363,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2002,642337,32.48159455,0.060510293,0.309086975,0.059134068,0.482041358,0.729691735,0.043835245,0.22647302,,134.232165,629.3150754,52774,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2003,648414,32.79476538,0.062319753,0.304663379,0.05911501,0.482768725,0.727222114,0.043484564,0.229293322,,133.6856837,633.0575413,51837,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2004,659286,33.08796789,0.063929766,0.298830856,0.058834861,0.482047245,0.725733597,0.043475821,0.230790583,,131.1023539,635.3502687,55063,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2005,666946,33.37739637,0.065889892,0.293497525,0.058515982,0.481178386,0.723734755,0.043138425,0.23312682,,129.9831711,639.7863873,55891,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2006,675302,33.60905787,0.067525344,0.290396001,0.058884766,0.481445339,0.722571531,0.043059253,0.234369216,,131.60887,641.7996698,56418,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2007,680300,33.85645892,0.069977951,0.286533882,0.059354696,0.480873144,0.720877554,0.043498457,0.235623989,,132.6798949,644.0987544,62993,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2008,687455,34.09874392,0.073200428,0.282498491,0.059778458,0.479176092,0.718541577,0.043748318,0.237710105,,133.5420156,647.2219261,63989,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2009,698895,34.31337468,0.075660865,0.282159695,0.061226651,0.482192604,0.715224748,0.043744769,0.241030484,,136.6364448,650.4259457,61604,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2010,713982,34.38871708,0.077836696,0.277896362,0.061402108,0.47949108,0.714173467,0.044468908,0.241357625,66,137.8173878,657.1517577,57848,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2011,722349,34.55191604,0.080599544,0.274839447,0.061701477,0.479574278,0.711275298,0.045268977,0.243455726,,141.1907275,661.8396786,57431,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2012,730810,34.74146905,0.085444917,0.271168977,0.060631354,0.478616877,0.707932294,0.04664003,0.245427676,,142.5668748,667.377151,63648,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2013,737626,34.84498648,0.089782627,0.268266032,0.060875023,0.476782272,0.70453048,0.047431896,0.248037623,,144.697348,674.0341577,72472,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2014,737075,35.0451935,0.09497541,0.266236136,0.06071431,0.476316521,0.701833599,0.047428009,0.250738392,,149.03913,681.98845,67629,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2015,738430,35.24233983,0.100287096,0.264558591,0.060086941,0.476299717,0.698871931,0.047672765,0.253455304,,151.3150471,696.3385289,75112,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2016,742575,35.41060768,0.105442548,0.264023163,0.0596869,0.476642763,0.695384305,0.048490725,0.256124971,,153.7658102,717.5933122,75723,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2017,740983,35.69520758,0.111666529,0.262644352,0.058473676,0.477739705,0.690772933,0.049183315,0.260043753,,157.8100928,744.6503999,72231,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2018,736624,35.99846869,0.118219064,0.26077076,0.057033168,0.478290145,0.688242577,0.049572102,0.262185321,,171.9130489,770.6064346,68734,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2019,733603,36.31065576,0.124799108,0.257689786,0.05547142,0.478174162,0.686239015,0.049522698,0.264238287,,181.3313677,796.0224327,,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2020,731158,36.56532377,0.131128976,0.255910487,0.05366282,0.478174348,0.684672807,0.049343644,0.265983549,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1969,3411770,31.03516796,0.091890719,0.381354253,0.069441961,0.517419404,0.734718636,0.263818194,0.00146317,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1970,3454557,31.16940667,0.094235238,0.376916635,0.069154453,0.517392823,0.736503117,0.26180723,0.001689652,58.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1971,3497349,31.31342025,0.096522823,0.372445815,0.06944174,0.517366725,0.738242881,0.259812504,0.001944616,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1972,3540003,31.50221426,0.098691442,0.366853926,0.068758134,0.517285155,0.739088357,0.258683397,0.002228247,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1973,3580759,31.71132349,0.100876658,0.360681911,0.067072651,0.517637741,0.739407762,0.258077966,0.002514271,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1974,3627778,31.91055544,0.103079626,0.354294557,0.06477629,0.517973812,0.740562956,0.256640566,0.002796478,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1975,3680495,32.06506516,0.104878556,0.348387106,0.062394596,0.51836234,0.740659612,0.25624325,0.003097138,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1976,3737038,32.23278704,0.105814016,0.341538941,0.060535911,0.51867388,0.740844487,0.255755494,0.003400019,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1977,3782571,32.42944759,0.107731223,0.33486113,0.060205611,0.518845251,0.741187674,0.255107174,0.003705152,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1978,3833971,32.61891235,0.10946979,0.328561431,0.060401604,0.519269447,0.741652454,0.254322737,0.004024809,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1979,3869340,32.82651718,0.111748257,0.322319569,0.060527377,0.519457323,0.741890865,0.253761882,0.004347253,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1980,3899671,32.9806558,0.113437005,0.316455157,0.061448773,0.519391508,0.739898314,0.255360773,0.004740913,60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1981,3918526,33.17109495,0.114938627,0.310400646,0.06143407,0.519632637,0.7395439,0.255190855,0.005265245,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1982,3925328,33.40974512,0.116927554,0.304206171,0.061151832,0.520037816,0.739370315,0.254891821,0.005737864,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1983,3934100,33.62191098,0.118441575,0.298919194,0.060476856,0.519865535,0.739399609,0.254405074,0.006195318,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1984,3951766,33.84672296,0.120077707,0.293939722,0.059115848,0.519978663,0.739654878,0.253699991,0.00664513,,,,17310,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1985,3972539,34.03096685,0.121542419,0.290712061,0.058269535,0.520298731,0.739820301,0.253035905,0.007143794,,,,18333,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1986,3991552,34.19403029,0.122947916,0.288573467,0.057612929,0.520318663,0.739834781,0.252527588,0.007637631,,,,19132,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1987,4015266,34.37813983,0.124467968,0.286520993,0.057112281,0.520339126,0.739501194,0.252400464,0.008098343,,,,19734,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1988,4023902,34.5563801,0.125970513,0.284674676,0.057273015,0.520384194,0.738921326,0.25246092,0.008617755,,,,19948,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1989,4030239,34.7504421,0.127690442,0.282416254,0.057266331,0.520552751,0.738189968,0.252657225,0.009152807,,,,21284,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1990,4050055,35.04476334,0.128880719,0.275400458,0.056475776,0.520868976,0.737709488,0.252884961,0.009405551,60.4,379.4294013,1288.92374,23357,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1991,4099156,35.15155412,0.129346383,0.273829052,0.056909764,0.520659619,0.73643916,0.253779071,0.00978177,,377.5944414,1255.538493,24346,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1992,4154014,35.25886047,0.129825995,0.272954545,0.05721117,0.520137631,0.734634019,0.255325813,0.010040168,,365.2924623,1224.484612,25808,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1993,4214202,35.35716323,0.13004716,0.272485277,0.057046387,0.519717137,0.732866863,0.256627233,0.010505904,,373.4947035,1198.747976,25082,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1994,4260229,35.47621947,0.130208493,0.271928575,0.05627397,0.519444847,0.731037932,0.258106548,0.01085552,,367.5659176,1177.525745,27196,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1995,4296800,35.5609798,0.130639313,0.273248929,0.05562372,0.519106544,0.729401648,0.259270387,0.011327965,,368.2866292,1167.552686,25991,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1996,4331102,35.724085,0.130935268,0.271494183,0.054269329,0.518857095,0.728442553,0.259770608,0.011786839,,369.9930793,1162.939991,30302,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1997,4367935,35.82081167,0.130890684,0.271814484,0.053762247,0.518508174,0.726852162,0.261020368,0.01212747,,369.7199513,1161.022829,31939,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1998,4404701,35.99131814,0.130378657,0.26919716,0.052981122,0.518052417,0.726051553,0.261595055,0.012353392,,367.6031403,1160.572789,36266,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1999,4430141,36.12194443,0.13016606,0.267942262,0.052948879,0.517649213,0.724877154,0.262446049,0.012676797,,374.3519726,1156.180829,36251,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2000,4452173,36.2672751,0.130471121,0.266741207,0.052973234,0.517238436,0.723209992,0.262931607,0.013858401,55.4,369.9237277,1149.601469,35424,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2001,4467634,36.41672908,0.130680132,0.265151532,0.053271374,0.516939391,0.721999161,0.263557624,0.014443215,,366.5820715,1136.594274,35160,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2002,4480089,36.5820304,0.130712805,0.263446998,0.05299917,0.516590184,0.720903536,0.263965961,0.015130503,,366.1659659,1121.667128,37603,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2003,4503491,36.74163288,0.131092079,0.261674332,0.052594754,0.51605943,0.719849557,0.264280088,0.015870355,,360.5693497,1106.245569,37255,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2004,4530729,36.88319098,0.131066325,0.260183957,0.052181448,0.516000185,0.718606432,0.264679702,0.016713867,,355.770776,1089.491952,36629,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2005,4565917,37.03172287,0.131762141,0.258726341,0.051418806,0.51567166,0.717498807,0.265011388,0.017489805,,347.9487073,1076.532852,37150,1,0,0,0,1,0,0,0,1,1,1,0,0
AL,2006,4628981,37.16448653,0.132443836,0.257705314,0.051215592,0.515335881,0.715958869,0.265832588,0.018208543,,345.9553965,1061.19942,37952,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2007,4672840,37.28554755,0.133124609,0.256873336,0.051646322,0.515163156,0.714904212,0.266190796,0.018904991,,333.8536304,1045.349553,42212,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2008,4718206,37.41651721,0.134997073,0.255747841,0.051837075,0.515080732,0.713520351,0.266876224,0.019603426,,335.4473898,1031.731389,44476,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2009,4757938,37.56287661,0.136412244,0.25328325,0.051620891,0.514542014,0.712325802,0.26718444,0.020489758,,329.7405978,1020.766656,39980,1,0,0,1,0,1,0,0,1,1,1,0,0
AL,2010,4785514,37.74652754,0.138092167,0.250726045,0.050812515,0.514573983,0.711084536,0.267815328,0.021100137,59,330.4973586,1018.278331,40933,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2011,4799642,37.94355579,0.140020443,0.247932867,0.050156866,0.5148559,0.710061709,0.268500651,0.021437641,,327.8890063,1018.541472,42590,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2012,4816632,38.14328269,0.144932185,0.245448479,0.049237725,0.514973118,0.708232848,0.269646093,0.022121059,,331.9349519,1020.760079,43464,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2013,4831586,38.33972095,0.148961231,0.242955833,0.048621716,0.515038126,0.706542738,0.270869648,0.022587614,,333.5947595,1023.856097,47320,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2014,4843737,38.54887662,0.153185856,0.241208596,0.048342014,0.515247834,0.705250099,0.271731103,0.023018797,,332.8035141,1026.694198,42278,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2015,4854803,38.72824273,0.157019966,0.240119733,0.04833502,0.515365299,0.70368808,0.272759368,0.023552552,,341.1136719,1032.408503,44509,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2016,4866824,38.92184986,0.16109171,0.239053642,0.048408777,0.515657234,0.702644271,0.273236304,0.024119426,,342.9057337,1043.293181,47221,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2017,4877989,39.11400108,0.165081553,0.237745309,0.048451319,0.516090955,0.701709454,0.273703569,0.024586976,,344.8508958,1062.211246,51113,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2018,4891628,39.29278371,0.16906028,0.236543335,0.048281881,0.516429908,0.701048199,0.27403433,0.024917471,,352.2680377,1085.845579,49936,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2019,4907965,39.48807703,0.17349757,0.234789775,0.047678417,0.5167382,0.700638859,0.274098735,0.025262405,,360.5137256,1114.580317,,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020,4921532,39.65316735,0.177636557,0.233255214,0.047077211,0.517027218,0.700084648,0.274327384,0.025587967,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1969,1893768,33.10990523,0.121529142,0.362195897,0.064973112,0.51562071,0.812011292,0.186133148,0.00185556,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1970,1932816,33.14007076,0.12317158,0.358742891,0.065378184,0.515197515,0.815430439,0.182351036,0.002218525,50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1971,1971940,33.1822236,0.124750753,0.35529935,0.066264694,0.514791525,0.818682617,0.178654523,0.00266286,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1972,2017987,33.2440982,0.125733218,0.351034471,0.066281894,0.514455742,0.821364062,0.175446125,0.003189812,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1973,2058402,33.33821673,0.127106853,0.346426014,0.06531523,0.514543806,0.822893682,0.173375269,0.00373105,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1974,2100229,33.41908097,0.128185069,0.341693691,0.063717337,0.514691493,0.824956231,0.17079947,0.004244299,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1975,2158257,33.41366019,0.128051479,0.337806851,0.062184439,0.514834424,0.826726382,0.168431748,0.00484187,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1976,2168656,33.6543011,0.130680016,0.331285368,0.060339215,0.515291499,0.827270438,0.167487605,0.005241956,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1977,2207195,33.82523837,0.132298234,0.325677613,0.06022259,0.515673513,0.828776796,0.165435768,0.005787436,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1978,2240956,33.97636678,0.133649657,0.320572559,0.060612078,0.516110981,0.829363004,0.164304431,0.006332565,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1979,2269073,34.14661009,0.135470741,0.31557072,0.060938101,0.516488451,0.830113002,0.162984179,0.006902819,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1980,2288809,34.28021124,0.137027598,0.310749827,0.06191386,0.516866195,0.829152629,0.163398519,0.007448852,51.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1981,2293196,34.43571374,0.138369333,0.305775433,0.061764018,0.517159458,0.828623022,0.163524182,0.007852796,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1982,2294297,34.64140345,0.14020809,0.300163405,0.061343409,0.517426907,0.828338702,0.163528523,0.008132774,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1983,2305796,34.82987177,0.141643493,0.294384239,0.06052617,0.517532774,0.828781471,0.162802347,0.008416183,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1984,2319782,34.97767506,0.14224009,0.2900945,0.05928057,0.517602947,0.829108942,0.162175584,0.008715474,,,,15674,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1985,2327069,35.1094931,0.143363175,0.287841486,0.058421559,0.51765719,0.829204893,0.161684076,0.009111032,,,,17451,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1986,2331988,35.28976264,0.144624672,0.285205155,0.057499867,0.517862871,0.8297071,0.160805287,0.009487613,,,,18730,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1987,2342405,35.41831536,0.145346343,0.284175025,0.057061866,0.51786177,0.830065253,0.16011834,0.009816407,,,,18827,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1988,2342643,35.54956048,0.146428628,0.283559211,0.057238768,0.518064852,0.829912624,0.159873271,0.010214104,,,,20172,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1989,2346375,35.70106952,0.147674178,0.282141175,0.057022428,0.518018646,0.829667892,0.15969016,0.010641948,,,,21433,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1990,2356586,35.88117684,0.148411728,0.278627218,0.056639987,0.517877557,0.83027354,0.159285509,0.010440951,53.5,435.7128848,1390.152087,22786,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1991,2383144,35.98011996,0.14879168,0.277437704,0.056798079,0.517289346,0.829854176,0.159534632,0.010611193,,429.2628036,1356.86579,23435,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1992,2415984,35.99987997,0.148595769,0.27868769,0.05718167,0.516882976,0.828992245,0.160072252,0.010935503,,426.4550046,1324.41783,23882,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1993,2456303,36.09728564,0.147520481,0.276752909,0.056293544,0.516548651,0.82828055,0.160319798,0.011399652,,437.6908341,1295.99313,23039,1,0,0,0,0,0,0,0,1,1,1,0,0
AR,1994,2494019,36.13577964,0.146239864,0.276568462,0.055520828,0.516036566,0.82848607,0.1597975,0.01171643,,433.7174707,1271.630836,25565,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1995,2535399,36.13503752,0.145280486,0.278147542,0.055301355,0.515411184,0.828067298,0.159591055,0.012341647,,431.6081456,1257.620428,25814,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1996,2572109,36.15234541,0.143802615,0.278154619,0.055082036,0.51463721,0.826975062,0.159966005,0.013058933,,425.6706064,1248.271437,27123,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1997,2601090,36.26670896,0.142802056,0.27619498,0.054757429,0.514074484,0.826252071,0.160044827,0.013703101,,436.5032239,1239.912229,26162,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1998,2626289,36.32604637,0.141573909,0.275545075,0.05488048,0.51343169,0.825544713,0.160218468,0.014236819,,426.7547401,1232.407715,27665,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,1999,2651860,36.46904625,0.140503646,0.272092418,0.054514944,0.512638299,0.825060146,0.160052944,0.01488691,,417.8311187,1222.898093,29682,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2000,2678588,36.62728385,0.139813962,0.26880319,0.054140465,0.511842433,0.823849356,0.15950904,0.016641604,52.5,415.8845815,1213.363647,29697,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2001,2691571,36.72543098,0.139159992,0.266824468,0.054117465,0.511539543,0.822811659,0.159731621,0.01745672,,400.7822629,1199.832508,33339,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2002,2705927,36.83858692,0.13868482,0.265087343,0.05416665,0.511188587,0.821942721,0.159771494,0.018285785,,400.8438077,1184.771781,32387,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2003,2724816,36.94030166,0.138626241,0.263662941,0.054297244,0.510685125,0.821129574,0.159652982,0.019217444,,379.8262538,1169.834331,32002,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2004,2749686,37.02455444,0.138244876,0.262589619,0.054418941,0.510257535,0.820219109,0.159549854,0.020231037,,369.5942928,1154.687214,34984,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2005,2781097,37.09693873,0.138317721,0.261884069,0.054623409,0.509976819,0.819459731,0.159172442,0.021367827,,362.6582732,1142.622649,36658,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2006,2821761,37.2036154,0.139115609,0.261265217,0.054652396,0.509762521,0.818088066,0.159610258,0.022301676,,357.6326205,1128.624571,37057,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2007,2848650,37.30772857,0.140002106,0.260707002,0.05500079,0.509489758,0.817563407,0.159174697,0.023261896,,351.2784315,1114.572888,40795,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2008,2874554,37.41792466,0.141784082,0.259992681,0.055181082,0.509372932,0.816420913,0.15945952,0.024119568,,357.7776781,1101.416599,39586,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2009,2896843,37.52130958,0.143115454,0.2587396,0.0547893,0.509179476,0.815226093,0.159555419,0.025218488,,347.998575,1089.519082,36538,1,0,0,0,0,0,0,0,1,1,1,0,0
